,Gene,Image,MTOC,MTOC leading edge,Non MTOC1,Non MTOC2,Non MTOC3,timepoint
20_72,arhgdia_nocodazole,20,1.1760926410160626,,1.519220575986269,1.418684755504839,1.0255615115403356,5h
20_73,arhgdia_nocodazole,20,1.1760926410160626,,1.519220575986269,1.418684755504839,1.0255615115403356,5h
20_74,arhgdia_nocodazole,20,1.141883069780937,,1.5451558248190171,1.4413611722398152,1.0188363700378487,5h
20_75,arhgdia_nocodazole,20,1.1195027592877054,,1.5615514333895444,1.4072337284529546,1.2192766853932584,5h
20_76,arhgdia_nocodazole,20,1.1195027592877054,,1.5615514333895444,1.4072337284529546,1.2192766853932584,5h
20_77,arhgdia_nocodazole,20,1.2155925270837937,,1.3431615591539636,1.4313158301499325,1.2130474651761929,5h
20_78,arhgdia_nocodazole,20,1.256359812767112,,1.361109626383024,1.3948584053022692,1.2069864442127214,5h
20_79,arhgdia_nocodazole,20,1.256359812767112,,1.361109626383024,1.3948584053022692,1.2069864442127214,5h
20_80,arhgdia_nocodazole,20,1.2214586273759744,,1.3903903903903903,1.418311776718856,1.1984469370146675,5h
20_81,arhgdia_nocodazole,20,1.2214586273759744,,1.3903903903903903,1.418311776718856,1.1984469370146675,5h
20_82,arhgdia_nocodazole,20,1.2605172749076294,,1.4074892911427384,1.3810906003694228,1.1934014949737948,5h
20_83,arhgdia_nocodazole,20,1.2831785943739684,,1.4404502644455128,1.3544665215661493,1.1788669637173774,5h
20_84,arhgdia_nocodazole,20,1.2831785943739684,,1.4404502644455128,1.3544665215661493,1.1788669637173774,5h
20_85,arhgdia_nocodazole,20,1.2054451456130126,,1.4542287704871222,1.3703414310744897,1.372607148907335,5h
20_86,arhgdia_nocodazole,20,1.2479937269508323,,1.4668778801843316,1.3275034047738514,1.366587957497048,5h
20_87,arhgdia_nocodazole,20,1.2261357344054695,,1.4884414180085919,1.3464194838240637,1.3538011695906431,5h
20_88,arhgdia_nocodazole,20,1.2112491824722038,,1.3638104215146247,1.4171329227830896,1.3482818870122304,5h
20_89,arhgdia_nocodazole,20,1.245832212174035,,1.381594652661733,1.379601465019554,1.3377636521236633,5h
20_90,arhgdia_nocodazole,20,1.2298186857604803,,1.397103198551599,1.3955240750508626,1.3280065560335994,5h
21_1,arhgdia_nocodazole,21,1.172640788474726,1.172640788474726,1.4209142173183746,2.057793462590623,1.3477784135882211,5h
21_2,arhgdia_nocodazole,21,1.443403638820291,1.443403638820291,2.1680090283873334,1.346984552057614,1.0973020267169529,5h
21_3,arhgdia_nocodazole,21,1.4668710504114737,1.4668710504114737,2.147743099102973,1.3412569051353749,1.0663928083730938,5h
21_4,arhgdia_nocodazole,21,1.4545852312780232,1.4545852312780232,2.121052910957894,1.3348955991278009,1.0850477900371849,5h
21_5,arhgdia_nocodazole,21,1.4514917944375563,1.4514917944375563,1.9565315793688656,1.5113690234037476,1.0976417433491872,5h
21_6,arhgdia_nocodazole,21,1.433453242445897,1.433453242445897,1.9349962120342525,1.5014922132687571,1.1243208338259771,5h
21_7,arhgdia_nocodazole,21,1.4242318305163437,1.4242318305163437,1.9079682316549353,1.489193665937852,1.1441431018796608,5h
21_8,arhgdia_nocodazole,21,1.4242318305163437,1.4242318305163437,1.9079682316549353,1.489193665937852,1.1441431018796608,5h
21_9,arhgdia_nocodazole,21,1.4770585529342184,1.4770585529342184,1.6097770059874965,1.8164685041151867,1.0777685658347307,5h
21_10,arhgdia_nocodazole,21,1.4770585529342184,1.4770585529342184,1.6097770059874965,1.8164685041151867,1.0777685658347307,5h
21_11,arhgdia_nocodazole,21,1.4993289901134441,1.4993289901134441,1.6748060773604168,1.7738121920190923,1.0052272037218049,5h
21_12,arhgdia_nocodazole,21,1.494147067248596,1.494147067248596,1.6412258173541323,1.7492369210366978,1.025384770962243,5h
21_13,arhgdia_nocodazole,21,1.4909700093833749,1.4909700093833749,1.6191471976322251,1.731047081547841,1.0395462921946512,5h
21_14,arhgdia_nocodazole,21,1.4843879551274164,1.4843879551274164,1.697541493713257,1.713905753636914,1.0037296514911513,5h
21_15,arhgdia_nocodazole,21,1.4843879551274164,1.4843879551274164,1.697541493713257,1.713905753636914,1.0037296514911513,5h
21_16,arhgdia_nocodazole,21,1.4445172817131327,1.4445172817131327,1.6374163919394351,1.6810541478876506,1.099407055549819,5h
21_17,arhgdia_nocodazole,21,1.4445172817131327,1.4445172817131327,1.6374163919394351,1.6810541478876506,1.099407055549819,5h
21_18,arhgdia_nocodazole,21,1.4003044447088122,1.4003044447088122,1.694418661191089,1.6497505893958657,1.142723180795199,5h
21_19,arhgdia_nocodazole,21,1.3630861730086774,1.3630861730086774,1.6628184404141437,1.7875324081906507,1.1692215212371504,5h
21_20,arhgdia_nocodazole,21,1.3630861730086774,1.3630861730086774,1.6628184404141437,1.7875324081906507,1.1692215212371504,5h
21_21,arhgdia_nocodazole,21,1.3239456364939746,1.3239456364939746,1.7190982017123553,1.9039836452556558,1.1451350040788633,5h
21_22,arhgdia_nocodazole,21,1.3239456364939746,1.3239456364939746,1.7190982017123553,1.9039836452556558,1.1451350040788633,5h
21_23,arhgdia_nocodazole,21,1.2539687573408504,1.2539687573408504,1.8875308951914884,1.878776649173376,1.1730098218775462,5h
21_24,arhgdia_nocodazole,21,1.247479344588697,1.247479344588697,1.8407222000481032,1.8398696823097012,1.2191667267583848,5h
21_25,arhgdia_nocodazole,21,1.247479344588697,1.247479344588697,1.8407222000481032,1.8398696823097012,1.2191667267583848,5h
21_26,arhgdia_nocodazole,21,1.2433407061030755,1.2433407061030755,1.8073580633556934,1.8176897301872705,1.252539834891064,5h
21_27,arhgdia_nocodazole,21,1.2419413705828073,1.2419413705828073,1.793260004719861,1.8108677524482455,1.2657785539801094,5h
21_28,arhgdia_nocodazole,21,1.2378547641359992,1.2378547641359992,1.7617044307907077,1.7945993708314927,1.299733589493793,5h
21_29,arhgdia_nocodazole,21,1.2668770565913827,1.2668770565913827,1.6357311511466186,1.929355677931408,1.2575652032820548,5h
21_30,arhgdia_nocodazole,21,1.2668770565913827,1.2668770565913827,1.6357311511466186,1.929355677931408,1.2575652032820548,5h
21_31,arhgdia_nocodazole,21,1.196732719886075,1.196732719886075,1.680445441309566,2.0621928857630065,1.307543795989334,5h
21_32,arhgdia_nocodazole,21,1.2252556945987385,1.2252556945987385,1.6485894489126416,2.0527062200332695,1.2615208925155734,5h
21_33,arhgdia_nocodazole,21,1.2252556945987385,1.2252556945987385,1.6485894489126416,2.0527062200332695,1.2615208925155734,5h
21_34,arhgdia_nocodazole,21,1.252908441792144,1.252908441792144,1.5322659079856933,2.189868353022788,1.2147501202514202,5h
21_35,arhgdia_nocodazole,21,1.2810503559644784,1.2810503559644784,1.4992073650204514,2.1820674193373013,1.166476241575586,5h
21_36,arhgdia_nocodazole,21,1.2805952759090735,1.2805952759090735,1.4907509556350966,2.1802471083818453,1.1754351665238572,5h
21_37,arhgdia_nocodazole,21,1.3406671688440943,1.3406671688440943,1.5407602715162643,2.170710036313065,0.9363145787700822,5h
21_38,arhgdia_nocodazole,21,1.3027479877032833,1.3027479877032833,1.5878580052376625,2.16376108046219,0.9756364356133083,5h
21_39,arhgdia_nocodazole,21,1.3027479877032833,1.3027479877032833,1.5878580052376625,2.16376108046219,0.9756364356133083,5h
21_40,arhgdia_nocodazole,21,1.297557945224845,1.297557945224845,1.3974461711910868,2.442287435315293,1.0193193774262599,5h
21_41,arhgdia_nocodazole,21,1.2949705757617573,1.2949705757617573,1.3648097683999174,2.4353263003319343,1.0616357477134335,5h
21_42,arhgdia_nocodazole,21,1.2949705757617573,1.2949705757617573,1.3648097683999174,2.4353263003319343,1.0616357477134335,5h
21_43,arhgdia_nocodazole,21,1.2633248582958179,1.2633248582958179,1.4055637802003362,2.429732747635121,1.1021992593290024,5h
21_44,arhgdia_nocodazole,21,1.233157429165654,1.233157429165654,1.4411154275983185,2.42522341829999,1.1447307974775218,5h
21_45,arhgdia_nocodazole,21,1.23403828789322,1.23403828789322,1.4375088739458393,2.4236358838782355,1.146941187396731,5h
21_46,arhgdia_nocodazole,21,1.1727278214081645,1.1727278214081645,1.5430257210063727,2.272392030188832,1.3094458538342169,5h
21_47,arhgdia_nocodazole,21,1.2399228813954906,1.2399228813954906,1.436308818123614,2.4068306079770214,1.1094671927497934,5h
21_48,arhgdia_nocodazole,21,1.213592296467225,1.213592296467225,1.4665553089287473,2.4039656435048053,1.1443353905856666,5h
